"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00012917","1948-08","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1229.1","0","312.1",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","9","","","","19480802",",,0","19480831","+,,0","19480831","+,,0","9","","19480831",",,0","19480821","+,,0","18.9",",0,02,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,31,","36.7",",0,21,+","0.0","0","0.0",",0","86.1",",,,0","","","","","","","","","0",",,,0","28.40",",0","34.09",",,,0","22.71",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1948-09","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1422.4","0","193.3",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","9","","","","19480928",",,0","19480930","+,,0","19480930","+,,0","1","","19480909",",,0","19480908",",,0","11.1",",0,28,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,09,","33.9",",0,08,","0.0","0","0.0",",0","34.9",",,,0","","","","","","","","","0",",,,0","24.78",",0","30.23",",,,0","19.32",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1948-10","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1503.9","0","81.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","16","","","","19481019",",,0","19481031","+,,0","19481031","+,,0","3","","19481011",",,0","19481002","+,,0","1.7",",0,19,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,11,","31.7",",0,02,+","24.5","0","24.5",",0","1.0",",,,0","","","","","","","","","0",",,,0","20.17",",0","27.49",",,,0","12.85",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1948-11","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1526.5","0","22.6",",0","15",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","10","","","","19481130","+,,0","19481130","+,,0","19481130","+,,0","2","","19481118",",,0","19481101",",,0","0.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","42.9",",,0,18,","30.6",",0,01,","134.1","0","109.6",",0","100.3",",,,0","","","","","","","","","0",",,,0","15.43",",0","21.73",",,,0","9.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1948-12","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1545.6","0","19.1",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","18","","","","19481231",",,0","19481231","+,,0","19481231","+,,0","5","","19481228",",,0","19481221",",,0","-1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,28,","26.1",",0,21,","285.2","0","151.1",",0","43.1",",,,0","","","","","","","","","0",",,,0","14.07",",0","20.02",",,,0","8.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-01","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","10.8","0","10.8",",0","12","2,0","7","2,0","2","2,0","1",",0","1",",0","0",",0","4",",0","1",",0","13",",0","0",",0","18","","","","19490131",",,0","19490130",",,0","19490130",",,0","4","","19490116",",2,0","19490111",",,0","-9.4",",0,31,","51",",,0,30,","46",",,0,30,","29.2","2,,0,16,","25.0",",0,11,","477.8","0","192.6",",0","97.9","2,,,0","","","","","","","","","46",",,,0","12.47",",0","17.19",",,,0","7.75",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-02","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","26.6","0","15.8",",0","15",",0","11",",0","4",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","19","","","","19490201",",,0","19490201",",,0","19490228","+,,0","8","","19490225",",,0","19490224",",,0","-6.1",",0,01,","0",",T,0,01,","0",",,0,28,+","53.6",",,0,25,","26.1",",0,24,","594.7","0","116.9",",0","198.8",",,,0","","","","","","","","","0",",,,0","14.72",",0","18.89",",,,0","10.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-03","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","48.8","0","22.2",",0","11",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","14","","","","19490303",",,0","19490331","+,,0","19490331","+,,0","9","","19490313",",,0","19490306",",,0","3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","78.2",",,0,13,","28.3",",0,06,","685.5","0","90.8",",0","259.3",",,,0","","","","","","","","","0",",,,0","16.12",",0","21.47",",,,0","10.77",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-04","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","100.0","0","51.2",",0","13",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","15","","","","19490416",",,0","19490430","+,,0","19490430","+,,0","9","","19490420",",,0","19490427",",,0","6.7",",0,16,","0",",,0,30,+","0",",,0,30,+","41.7",",,0,20,","28.9",",0,27,","730.8","0","45.3",",0","170.7",",,,0","","","","","","","","","0",",,,0","18.53",",0","23.43",",,,0","13.63",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-05","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","305.3","0","205.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","5","","","","19490512",",,0","19490531","+,,0","19490531","+,,0","5","","19490527",",,0","19490531",",,0","12.8",",0,12,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,27,","33.9",",0,31,","730.8","0","0.0",",0","34.6",",,,0","","","","","","","","","0",",,,0","24.96",",0","29.74",",,,0","20.18",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-06","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","575.6","0","270.3",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","5","","","","19490608","+,,0","19490630","+,,0","19490630","+,,0","9","","19490609",",,0","19490630",",,0","18.9",",0,08,+","0",",,0,30,+","0",",,0,30,+","35.1",",,0,09,","35.0",",0,30,","730.8","0","0.0",",0","123.9",",,,0","","","","","","","","","0",",,,0","27.34",",0","32.37",",,,0","22.32",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-07","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","869.2","0","293.6",",0","21",",0","14",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","7","","","","19490717",",,0","19490731","+,,0","19490731","+,,0","19","","19490704",",,0","19490711",",,0","21.1",",0,17,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,04,","36.1",",0,11,","0.0","0","0.0",",0","268.8",",,,0","","","","","","","","","0",",,,0","27.80",",0","32.51",",,,0","23.10",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-08","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1145.0","0","275.8",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","6","","","","19490823",",,0","19490831","+,,0","19490831","+,,0","14","","19490826",",,0","19490820",",,0","16.7",",0,23,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,26,","36.1",",0,20,","0.0","0","0.0",",0","82.1",",,,0","","","","","","","","","0",",,,0","27.23",",0","32.45",",,,0","22.00",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-09","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1365.5","0","220.5",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","8","","","","19490930",",,0","19490930","+,,0","19490930","+,,0","9","","19490912",",,0","19490905",",,0","9.4",",0,30,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,12,","33.9",",0,05,","1.7","0","1.7",",0","76.9",",,,0","","","","","","","","","0",",,,0","25.63",",0","30.77",",,,0","20.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-10","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1492.9","0","127.4",",0","16",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","13","","","","19491031",",,0","19491031","+,,0","19491031","+,,0","5","","19491003",",,0","19491011",",,0","3.9",",0,31,","0",",,0,31,+","0",",,0,31,+","175.0",",,0,03,","30.6",",0,11,","19.2","0","17.5",",0","371.6",",,,0","","","","","","","","","0",",,,0","21.88",",0","25.86",",,,0","17.90",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-11","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1510.8","0","17.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","12","","","","19491122","+,,0","19491130","+,,0","19491130","+,,0","1","","19491112",",,0","19491111",",,0","1.1",",0,22,+","0",",,0,30,+","0",",,0,30,+","21.8",",,0,12,","28.3",",0,11,","120.9","0","101.7",",0","21.8",",,,0","","","","","","","","","0",",,,0","15.54",",0","22.79",",,,0","8.28",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1949-12","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1516.6","0","5.8",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","19","","","","19491216",",,0","19491231","+,,0","19491222",",,0","3","","19491217",",,0","19491221","+,,0","-2.2",",0,16,","0",",,0,31,+","0",",T,0,22,","101.9",",,0,17,","24.4",",0,21,+","278.0","0","157.1",",0","239.0",",,,0","","","","","","","","","0",",T,,0","13.45",",0","18.36",",,,0","8.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-01","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","46.2","0","46.2",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","24","","","","19500108","+,,0","19500131","+,,0","19500131","+,,0","3","","19500113",",,0","19500130","+,,0","0.6",",0,08,+","0",",,0,31,+","0",",,0,31,+","15.0",",,0,13,","26.7",",0,30,+","355.8","0","77.8",",0","48.9",",,,0","","","","","","","","","0",",,,0","17.31",",0","22.01",",,,0","12.62",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-02","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","66.9","0","20.7",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","15","","","","19500215",",,0","19500228","+,,0","19500228","+,,0","5","","19500212",",,0","19500207",",,0","2.8",",0,15,","0",",,0,28,+","0",",,0,28,+","63.2",",,0,12,","27.2",",0,07,","442.4","0","86.6",",0","156.7",",,,0","","","","","","","","","0",",,,0","15.98",",0","21.29",",,,0","10.66",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-03","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","86.8","0","19.9",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","8","","","","19500314",",,0","19500331","+,,0","19500331","+,,0","7","","19500315",",,0","19500328",",,0","1.1",",0,14,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,15,","28.3",",0,28,","564.4","0","122.0",",0","62.4",",,,0","","","","","","","","","0",",,,0","15.04",",0","20.83",",,,0","9.25",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-04","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","139.6","0","52.8",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","5","","","","19500406",",,0","19500430","+,,0","19500430","+,,0","11","","19500430",",,0","19500430",",,0","4.4",",0,06,","0",",,0,30,+","0",",,0,30,+","58.4",",,0,30,","28.9",",0,30,","595.9","0","31.5",",0","221.9",",,,0","","","","","","","","","0",",,,0","19.04",",0","24.35",",,,0","13.73",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-05","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","342.7","0","203.1",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","7","","","","19500521","+,,0","19500531","+,,0","19500530",",,0","5","","19500513",",,0","19500531",",,0","16.7",",0,21,+","0",",,0,31,+","0",",T,0,30,","46.7",",,0,13,","31.7",",0,31,","595.9","0","0.0",",0","90.8",",,,0","","","","","","","","","0",",T,,0","24.89",",0","29.43",",,,0","20.35",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-06","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","588.2","0","245.5",",0","8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","5","","","","19500605",",,0","19500630","+,,0","19500630","+,,0","10","","19500620",",,0","19500628",",,0","16.7",",0,05,","0",",,0,30,+","0",",,0,30,+","114.8",",,0,20,","35.0",",0,28,","595.9","0","0.0",",0","268.7",",,,0","","","","","","","","","0",",,,0","26.52",",0","31.31",",,,0","21.72",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-07","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","865.5","0","277.3",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","1","","","","19500709",",,0","19500731","+,,0","19500731","+,,0","15","","19500714",",,0","19500726","+,,0","19.4",",0,09,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,14,","33.9",",0,26,+","0.0","0","0.0",",0","119.0",",,,0","","","","","","","","","0",",,,0","27.28",",0","31.98",",,,0","22.58",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-08","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1147.5","0","282.0",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","6","","","","19500821",",,0","19500831","+,,0","19500831","+,,0","11","","19500820",",,0","19500818",",,0","18.3",",0,21,","0",",,0,31,+","0",",,0,31,+","39.4",",,0,20,","36.1",",0,18,","0.0","0","0.0",",0","94.5",",,,0","","","","","","","","","0",",,,0","27.43",",0","33.44",",,,0","21.43",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-09","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1356.7","0","209.2",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","10","","","","19500908",",,0","19500930","+,,0","19500930","+,,0","6","","19500903",",,0","19500912",",,0","15.0",",0,08,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,03,","35.0",",0,12,","0.0","0","0.0",",0","60.8",",,,0","","","","","","","","","0",",,,0","25.31",",0","30.87",",,,0","19.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012917","1950-10","29.95205","-94.02616","3.8","PORT ARTHUR SE TX REGIONAL AIRPORT, TX US","","","","","","","","","","","1459.7","0","103.0",",0","2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","17","","","","19501010",",,0","19501031","+,,0","19501031","+,,0","","","19501018",",,0","19501012",",,0","9.4",",0,10,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,18,","32.2",",0,12,","0.6","0","0.6",",0","33.0",",,,0","","","","","","","","","0",",,,0","21.64",",0","28.47",",,,0","14.80",",,,0","","","","","","","","","","","","","","","","","","","","","",""
