"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00032444","1892-11","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","722.4","0","0.0",",0","9",",0","7",",0","0",",0","","","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","18921121","+,,0","","","18921130","+,,0","","","18921117",",,0","18921120",",,0","-3.3",",0,21,+","","","0",",,0,30,+","19.3",",,0,17,","20.0",",0,20,","397.7","","","","293.2",",0","","","","","","","","","","","59.8",",,,0","0",",,,0","8.56",",0","14.72",",,,0","2.40",",,,0"
"USC00032444","1892-12","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","722.4","0","0.0",",0","9",",0","5",",0","3",",0","","","1",",0","2",",0","24",",0","0",",0","1",",0","0",",0","","","18921226",",,0","","","18921226",",,0","","","18921206",",,0","18921205",",,0","-20.6",",0,26,","","","25",",,0,26,","59.7",",,0,06,","21.7",",0,05,","888.5","","","","490.8",",0","","","","","","","","","","","135.6",",,,0","25",",,,0","2.50",",0","7.65",",,,0","-2.65",",,,0"
"USC00032444","1893-01","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","","","2",",0","1",",0","27",",0","1",",0","0",",0","0",",0","","","18930119",",,0","","","18930117",",,0","","","18930117",",,0","18930125",",,0","-17.8",",0,19,","","","102",",,0,17,","9.4",",,0,17,","18.9",",0,25,","1412.8","0","","","524.3",",0","","","","","","","","","","","18.8",",,,0","199",",,,0","1.42",",0","8.41",",,,0","-5.57",",,,0"
"USC00032444","1893-02","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","0.0","0","0.0",",0","9",",0","6",",0","2",",0","","","1",",0","0",",0","21",",0","1",",0","0",",0","0",",0","","","18930207",",,0","","","18930210",",,0","2","","18930221",",,0","18930201",",,0","-14.4",",0,07,","","","64",",,0,10,","39.4",",,0,21,","18.9",",0,01,","1825.2","0","","","412.4",",0","","","","","","","","","","","122.7",",,,0","64",",,,0","3.60",",0","10.42",",,,0","-3.21",",,,0"
"USC00032444","1893-03","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","3.3","0","3.3",",0","6",",0","4",",0","1",",0","","","0",",0","0",",0","15",",0","0",",0","5",",0","0",",0","","","18930304",",,0","","","18930303",",,0","1","","18930308",",,0","18930331","+,,0","-12.8",",0,04,","","","0",",T,0,03,","25.4",",,0,08,","26.1",",0,31,+","2129.5","0","","","304.3",",0","","","","","","","","","","","53.6",",,,0","0",",T,,0","8.63",",0","14.87",",,,0","2.38",",,,0"
"USC00032444","1893-04","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","38.9","0","35.6",",0","11",",0","10",",0","3",",0","","","0",",0","0",",0","1",",0","0",",0","22",",0","1",",0","","","18930415",",,0","","","18930430","+,,0","10","","18930430",",,0","18930405",",,0","-1.1",",0,15,","","","0",",,0,30,+","127.0",",,0,30,","32.2",",0,05,","2219.7","0","","","90.2",",0","","","","","","","","","","","297.9",",,,0","0",",,,0","16.51",",0","22.93",",,,0","10.10",",,,0"
"USC00032444","1893-05","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","73.0","0","34.1",",0","12",",0","10",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","18930503",",,0","","","18930531","+,,0","7","","18930531",",,0","18930520",",,0","5.0",",0,03,","","","0",",,0,31,+","120.7",",,0,31,","29.4",",0,20,","2268.6","0","","","48.9",",0","","","","","","","","","","","278.5",",,,0","0",",,,0","17.85",",0","23.62",",,,0","12.09",",,,0"
"USC00032444","1893-06","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","202.6","0","129.6",",0","12",",0","7",",0","4",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","18930607",",,0","","","18930630","+,,0","12","","18930626",",,0","18930625",",,0","10.0",",0,07,","","","0",",,0,30,+","69.9",",,0,26,","34.4",",0,25,","2270.0","0","","","1.4",",0","","","","","","","","","","","224.7",",,,0","0",",,,0","22.61",",0","28.72",",,,0","16.49",",,,0"
"USC00032444","1893-07","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","414.1","0","211.5",",0","2","2,0","2","2,0","0","2,0","","","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","18930721",",,0","","","18930731","+,,0","","","18930709",",2,0","18930730","+,,0","15.6",",0,21,","","","0",",,0,31,+","14.7","2,,0,09,","35.6",",0,30,+","0.0","0","","","0.0",",0","","","","","","","","","","","116.3",",a,,0","0",",,,0","25.16",",0","30.95",",,,0","19.36",",,,0"
"USC00032444","1893-08","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","559.5","0","145.4",",0","8",",0","6",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","18930830",",,0","","","18930831","+,,0","","","18930811",",,0","18930809","+,,0","8.9",",0,30,","","","0",",,0,31,+","59.7",",,0,11,","33.9",",0,09,+","5.0","0","","","5.0",",0","","","","","","","","","","","147.3",",,,0","0",",,,0","22.86",",0","29.48",",,,0","16.24",",,,0"
"USC00032444","1893-09","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","705.5","0","146.0",",0","6",",0","4",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","18930926",",,0","","","18930930","+,,0","","","18930925",",,0","18930914","+,,0","3.9",",0,26,","","","0",",,0,30,+","31.8",",,0,25,","37.8",",0,14,+","14.4","0","","","9.4",",0","","","","","","","","","","","78.3",",,,0","0",",,,0","22.89",",0","30.12",",,,0","15.65",",,,0"
"USC00032444","1893-10","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","732.0","0","26.5",",0","4",",0","2",",0","0",",0","","","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","","","18931027",",,0","","","18931031","+,,0","","","18931005",",,0","18931009","+,,0","-1.1",",0,27,","","","0",",,0,31,+","12.7",",,0,05,","30.6",",0,09,+","129.8","0","","","115.4",",0","","","","","","","","","","","26.2",",,,0","0",",,,0","15.47",",0","23.46",",,,0","7.47",",,,0"
"USC00032444","1893-11","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","732.0","0","0.0",",0","6",",0","4",",0","1",",0","","","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","","","18931124",",,0","","","18931130","+,,0","","","18931126",",,0","18931101",",,0","-10.0",",0,24,","","","0",",,0,30,+","36.1",",,0,26,","22.8",",0,01,","453.6","0","","","323.8",",0","","","","","","","","","","","74.0",",,,0","0",",,,0","7.54",",0","14.87",",,,0","0.21",",,,0"
"USC00032444","1893-12","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","732.0","0","0.0",",0","7",",0","5",",0","1",",0","","","1",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","18931204",",,0","","","18931203",",,0","","","18931215",",,0","18931228",",,0","-12.8",",0,04,","","","25",",,0,03,","30.5",",,0,15,","20.0",",0,28,","840.9","0","","","387.3",",0","","","","","","","","","","","48.8",",,,0","25",",,,0","5.84",",0","12.00",",,,0","-0.32",",,,0"
"USC00032444","1894-01","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","0.8","0","0.8",",0","5",",0","3",",0","1",",0","","","1",",0","2",",0","19",",0","2",",0","2",",0","0",",0","1","","18940124",",,0","","","18940124",",,0","1","","18940120",",,0","18940116",",,0","-27.2",",0,24,","","","76",",,0,24,","77.7",",,0,20,","23.9",",0,16,","1266.9","0","","","426.0",",0","","","","","","","","","","","88.8",",,,0","76",",,,0","4.62",",0","10.97",",,,0","-1.74",",,,0"
"USC00032444","1894-02","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","0.8","0","0.0",",0","6",",0","6",",0","3",",0","","","3",",0","0",",0","20",",0","5",",0","0",",0","0",",0","","","18940215",",,0","","","18940225","+,,0","1","","18940208","+,,0","18940207",",,0","-13.9",",0,15,","","","25",",,0,25,+","43.2",",,0,08,+","18.3",",0,07,","1712.8","0","","","445.9",",0","","","","","","","","","","","133.9",",,,0","88",",,,0","2.41",",0","8.09",",,,0","-3.28",",,,0"
"USC00032444","1894-03","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","5.3","0","4.5",",0","6",",0","4",",0","2",",0","","","1",",0","0",",0","10",",0","0",",0","14",",0","0",",0","","","18940326",",,0","","","18940328",",,0","2","","18940305",",,0","18940313",",,0","-9.4",",0,26,","","","25",",,0,28,","86.4",",,0,05,","27.8",",0,13,","1938.6","0","","","225.8",",0","","","","","","","","","","","143.9",",,,0","25",",,,0","11.19",",0","17.91",",,,0","4.48",",,,0"
"USC00032444","1894-04","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","28.2","0","22.9",",0","9",",0","8",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","18940406",",,0","","","18940430","+,,0","","","18940409",",,0","18940416",",,0","1.7",",0,06,","","","0",",,0,30,+","26.7",",,0,09,","31.7",",0,16,","2025.5","0","","","86.9",",0","","","","","","","","","","","83.9",",,,0","0",",,,0","16.20",",0","22.86",",,,0","9.54",",,,0"
"USC00032444","1894-05","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","95.1","0","66.9",",0","9",",0","7",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","18940519",",,0","","","18940531","+,,0","","","18940529",",,0","18940507",",,0","3.3",",0,19,","","","0",",,0,31,+","18.8",",,0,29,","31.1",",0,07,","2055.7","0","","","30.2",",0","","","","","","","","","","","83.4",",,,0","0",",,,0","19.52",",0","25.55",",,,0","13.48",",,,0"
"USC00032444","1894-06","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","256.0","0","160.9",",0","6",",0","5",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","18940601",",,0","","","18940630","+,,0","1","","18940616",",,0","18940630",",,0","6.1",",0,01,","","","0",",,0,30,+","48.3",",,0,16,","36.1",",0,30,","2063.7","0","","","8.0",",0","","","","","","","","","","","92.3",",,,0","0",",,,0","23.43",",0","30.41",",,,0","16.44",",,,0"
"USC00032444","1894-07","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","467.7","0","211.7",",0","5",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","18940723",",,0","","","18940731","+,,0","","","18940708",",,0","18940702",",,0","11.1",",0,23,","","","0",",,0,31,+","15.2",",,0,08,","38.3",",0,02,","0.0","0","","","0.0",",0","","","","","","","","","","","36.8",",,,0","0",",,,0","25.16",",0","32.46",",,,0","17.86",",,,0"
"USC00032444","1894-08","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","661.6","0","193.9",",0","10",",0","6",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","18940806",",,0","","","18940831","+,,0","5","","18940821",",,0","18940809",",,0","8.3",",0,06,","","","0",",,0,31,+","59.7",",,0,21,","37.8",",0,09,","0.0","0","","","0.0",",0","","","","","","","","","","","137.5",",,,0","0",",,,0","24.59",",0","31.64",",,,0","17.53",",,,0"
"USC00032444","1894-09","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","764.6","0","103.0",",0","9",",0","9",",0","3",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","18940930",",,0","","","18940930","+,,0","","","18940909",",,0","18940908",",,0","6.7",",0,30,","","","0",",,0,30,+","80.3",",,0,09,","34.4",",0,08,","14.2","0","","","14.2",",0","","","","","","","","","","","227.0",",,,0","0",",,,0","21.29",",0","26.96",",,,0","15.62",",,,0"
"USC00032444","1894-10","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","789.7","0","25.1",",0","3",",0","3",",0","2",",0","","","0",",0","0",",0","2",",0","0",",0","26",",0","0",",0","","","18941031","+,,0","","","18941031","+,,0","","","18941002",",,0","18941024","+,,0","-1.1",",0,31,+","","","0",",,0,31,+","33.0",",,0,02,","30.6",",0,24,+","103.2","0","","","89.0",",0","","","","","","","","","","","65.5",",,,0","0",",,,0","16.27",",0","24.09",",,,0","8.45",",,,0"
"USC00032444","1894-11","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","789.7","0","0.0",",0","2",",0","2",",0","1",",0","","","0",",0","0",",0","14",",0","0",",0","3",",0","0",",0","","","18941117",",,0","","","18941130","+,,0","","","18941102",",,0","18941126","+,,0","-9.4",",0,17,","","","0",",,0,30,+","43.2",",,0,02,","22.2",",0,26,+","365.6","0","","","262.4",",0","","","","","","","","","","","49.0",",,,0","0",",,,0","9.59",",0","17.08",",,,0","2.09",",,,0"
"USC00032444","1894-12","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","789.7","0","0.0",",0","6",",0","4",",0","1",",0","","","1",",0","1",",0","16",",0","3",",0","2",",0","0",",0","","","18941228",",,0","","","18941226",",,0","","","18941202",",,0","18941221","+,,0","-21.1",",0,28,","","","51",",,0,26,","35.8",",,0,02,","21.1",",0,21,+","750.8","0","","","385.2",",0","","","","","","","","","","","55.5",",,,0","51",",,,0","5.91",",0","12.07",",,,0","-0.25",",,,0"
"USC00032444","1895-01","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","","","2",",0","1",",0","26",",0","6",",0","1",",0","0",",0","","","18950112",",,0","","","18950102",",,0","","","18950125",",,0","18950120",",,0","-20.0",",0,12,","","","229",",,0,02,","22.9",",,0,25,","21.7",",0,20,","1291.7","0","","","540.9",",0","","","","","","","","","","","75.5",",,,0","420",",,,0","0.89",",0","6.83",",,,0","-5.06",",,,0"
"USC00032444","1895-02","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","0",",0","3",",0","21",",0","9",",0","2",",0","0",",0","","","18950208","+,,0","","","18950219","+,,0","","","18950219",",,0","18950227","+,,0","-23.9",",0,08,+","","","0",",T,0,19,+","3.6",",,0,19,","21.1",",0,27,+","1826.2","0","","","534.5",",0","","","","","","","","","","","4.4",",,,0","0",",T,,0","-0.76",",0","5.12",",,,0","-6.63",",,,0"
"USC00032444","1895-03","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","16.9","0","16.9",",0","12",",0","6",",0","0",",0","","","0",",0","0",",0","12",",0","1",",0","9",",0","0",",0","","","18950304",",,0","","","18950320",",,0","3","","18950325",",,0","18950327",",,0","-11.7",",0,04,","","","0",",T,0,20,","11.4",",,0,25,","30.0",",0,27,","2107.4","0","","","281.2",",0","","","","","","","","","","","49.1",",,,0","0",",T,,0","9.81",",0","15.91",",,,0","3.71",",,,0"
"USC00032444","1895-04","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","35.5","0","18.6",",0","11",",0","5",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","18950403",",,0","","","18950430","+,,0","","","18950406",",,0","18950430","+,,0","0.6",",0,03,","","","0",",,0,30,+","13.2",",,0,06,","30.6",",0,30,+","2207.6","0","","","100.2",",0","","","","","","","","","","","42.6",",,,0","0",",,,0","15.62",",0","22.34",",,,0","8.89",",,,0"
"USC00032444","1895-05","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","103.3","0","67.8",",0","10",",0","9",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","18950512",",,0","","","18950531","+,,0","4","","18950530",",,0","18950509","+,,0","4.4",",0,12,","","","0",",,0,31,+","24.4",",,0,30,","32.2",",0,09,+","2245.6","0","","","38.0",",0","","","","","","","","","","","101.8",",,,0","0",",,,0","19.29",",0","25.68",",,,0","12.91",",,,0"
"USC00032444","1895-06","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","251.1","0","147.8",",0","11",",0","9",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","18950606",",,0","","","18950630","+,,0","","","18950626",",,0","18950625",",,0","10.6",",0,06,","","","0",",,0,30,+","14.5",",,0,26,","34.4",",0,25,","2245.6","0","","","0.0",",0","","","","","","","","","","","67.2",",,,0","0",",,,0","23.26",",0","28.97",",,,0","17.55",",,,0"
"USC00032444","1895-07","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","441.4","0","190.3",",0","16",",0","14",",0","5",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","18950709",",,0","","","18950731","+,,0","","","18950702",",,0","18950716",",,0","13.3",",0,09,","","","0",",,0,31,+","53.3",",,0,02,","33.9",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","294.7",",,,0","0",",,,0","24.47",",0","29.59",",,,0","19.35",",,,0"
"USC00032444","1895-08","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","648.8","0","207.4",",0","7",",0","7",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","18950807",",,0","","","18950831","+,,0","","","18950825",",,0","18950824",",,0","14.4",",0,07,","","","0",",,0,31,+","21.6",",,0,25,","33.9",",0,24,","0.0","0","","","0.0",",0","","","","","","","","","","","72.7",",,,0","0",",,,0","25.02",",0","31.07",",,,0","18.97",",,,0"
"USC00032444","1895-09","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","827.7","0","178.9",",0","5",",0","3",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","","","18950930",",,0","","","18950930","+,,0","","","18950907",",,0","18950915","+,,0","0.6",",0,30,","","","0",",,0,30,+","59.7",",,0,07,","34.4",",0,15,+","23.1","0","","","23.1",",0","","","","","","","","","","","79.3",",,,0","0",",,,0","23.53",",0","29.89",",,,0","17.17",",,,0"
"USC00032444","1895-10","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","830.8","0","3.1",",0","5",",0","3",",0","0",",0","","","0",",0","0",",0","4",",0","0",",0","18",",0","0",",0","","","18951020",",,0","","","18951031","+,,0","1","","18951006",",,0","18951005",",,0","-2.2",",0,20,","","","0",",,0,31,+","21.3",",,0,06,","28.9",",0,05,","187.2","0","","","164.1",",0","","","","","","","","","","","50.0",",,,0","0",",,,0","13.14",",0","21.16",",,,0","5.12",",,,0"
"USC00032444","1895-11","36.10104","-94.17365","387.1","FAYETTEVILLE EXPERIMENTAL STATION, AR US","830.8","0","0.0",",0","9",",0","6",",0","0",",0","","","1",",0","0",",0","14",",0","0",",0","5",",0","0",",0","","","18951126",",,0","","","18951125",",,0","","","18951108",",,0","18951118",",,0","-7.8",",0,26,","","","51",",,0,25,","20.3",",,0,08,","25.6",",0,18,","488.2","0","","","301.0",",0","","","","","","","","","","","75.8",",,,0","51",",,,0","8.30",",0","14.81",",,,0","1.79",",,,0"
