"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023047","1947-11","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","","","","","5",",S","3",",S","0",",S","","","","","0",",S","20",",S","","","","","","","","","","","19471122","+,,S","","","","","","","19471114",",,S","","","-8.1",",S,22,+","","","","","14.0",",,S,14,","","","","","","","23.0",",,,S","","","","","","","","","","","","","","","-1.97",",,,S","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1947-12","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","","","0.0","3,S","4",",S","3",",S","0",",S","","","","","0",",S","27",",S","0","3,S","1","3,S","0","3,S","","","","","19471231",",,S","","","","","","","19471203",",,S","19471227",",3,S","-9.2",",S,31,","","","","","20.1",",,S,03,","21.9","3,S,27,","","","399.3","3,S","33.1",",,,S","","","","","","","","","","","3.95","3,S","11.25","3,,,S","-3.36",",,,S","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-01","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","9",",0","5",",0","0",",0","30",",0","9",",0","1",",0","0",",0","7","","","","19480128",",,0","19480130","+,,0","19480128","+,,0","","","19480126","+,,0","19480108",",,0","-16.1",",0,28,","127",",,0,30,+","33",",,0,28,+","3.8",",,0,26,+","21.7",",0,08,","","","584.3",",0","16.0",",,,0","","","","","","","","","185",",,,0","-0.52",",0","6.26",",,,0","-7.29",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-02","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","6",",0","0",",0","6",",0","2",",0","2",",0","25",",0","4",",0","1",",0","0",",0","11","","","","19480213","+,,0","19480201",",,0","19480205",",,0","1","","19480205",",,0","19480218",",,0","-17.8",",0,13,+","102",",,0,01,","130",",,0,05,","13.5",",,0,05,","23.9",",0,18,","","","498.9",",0","46.6",",,,0","","","","","","","","","219",",,,0","1.13",",0","7.58",",,,0","-5.32",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-03","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","3",",0","2",",0","2",",0","19",",0","5",",0","8",",0","0",",0","9","","","","19480311",",,0","19480310","+,,0","19480304",",,0","3","","19480304",",,0","19480324",",,0","-19.4",",0,11,","51",",,0,10,+","58",",,0,04,","8.4",",,0,04,","27.2",",0,24,","","","426.0",",0","18.4",",,,0","","","","","","","","","104",",,,0","4.59",",0","12.14",",,,0","-2.96",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-04","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","21.7","0","21.7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","24",",0","1",",0","","","","","19480401",",,0","19480430","+,,0","19480430","+,,0","2","","19480421",",,0","19480418",",,0","-6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,21,","34.4",",0,18,","","","80.4",",0","18.5",",,,0","","","","","","","","","0",",,,0","16.38",",0","25.53",",,,0","7.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-05","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","86.0","0","64.3",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","6",",0","7","","","","19480504",",,0","19480531","+,,0","19480531","+,,0","8","","19480525",",,0","19480522","+,,0","3.9",",0,04,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,25,","34.4",",0,22,+","","","51.3",",0","71.6",",,,0","","","","","","","","","0",",,,0","18.75",",0","26.09",",,,0","11.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-06","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","252.9","0","166.9",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","19480624",",,0","19480630","+,,0","19480630","+,,0","11","","19480624",",,0","19480617",",,0","12.2",",0,24,","0",",,0,30,+","0",",,0,30,+","87.9",",,0,24,","40.0",",0,17,","","","0.0",",0","125.2",",,,0","","","","","","","","","0",",,,0","23.90",",0","31.64",",,,0","16.15",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-07","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","491.1","0","238.2",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","2","","","","19480731",",,0","19480731","+,,0","19480731","+,,0","14","","19480731",",,0","19480729","+,,0","15.6",",0,31,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,31,","37.8",",0,29,+","0.0","0","0.0",",0","38.8",",,,0","","","","","","","","","0",",,,0","26.02",",0","33.62",",,,0","18.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-08","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","684.6","0","193.5",",0","12",",0","7",",0","2",",0","0",",X","0",",X","0",",0","0",",0","0",",0","31",",0","20",",0","2","","","","19480824",",,0","19480831","+,,X","19480831","+,,X","11","","19480814",",,0","19480810",",,0","14.4",",0,24,","0",",,X,31,+","0",",,X,31,+","32.3",",,0,14,","35.6",",0,10,","0.0","0","0.0",",0","131.0",",,,0","","","","","","","","","0",",,,X","24.57",",0","32.13",",,,0","17.02",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-09","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","799.0","0","114.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","2","","","","19480927",",,0","19480930","+,,0","19480930","+,,0","4","","19480921",",,0","19480902",",,0","5.6",",0,27,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,21,","37.2",",0,02,","20.2","0","20.2",",0","32.2",",,,0","","","","","","","","","0",",,,0","21.47",",0","29.70",",,,0","13.25",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-10","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","810.4","0","11.4",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","5","","","","19481018",",,0","19481031","+,,0","19481031","+,,0","3","","19481031",",,0","19481015",",,0","-2.2",",0,18,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,31,","31.1",",0,15,","143.0","0","122.8",",0","65.6",",,,0","","","","","","","","","0",",,,0","14.74",",0","23.08",",,,0","6.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-11","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","810.4","0","0.0",",0","3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","21",",0","0",",0","3",",0","0",",0","","","","","19481128",",,0","19481128","+,,0","19481127",",,0","1","","19481101",",,0","19481117",",,0","-8.3",",0,28,","0",",T,0,28,+","13",",,0,27,","51.1",",,0,01,","23.3",",0,17,","518.7","0","375.7",",0","53.6",",,,0","","","","","","","","","18",",,,0","5.81",",0","13.18",",,,0","-1.56",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1948-12","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","810.4","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","3",",0","0",",0","3","","","","19481229",",,0","19481231","+,,0","19481226",",,0","","","19481223",",,0","19481213",",,0","-8.3",",0,29,","0",",,0,31,+","5",",,0,26,","1.5",",,0,23,","22.8",",0,13,","940.3","0","421.6",",0","2.3",",,,0","","","","","","","","","5",",,,0","4.73",",0","12.05",",,,0","-2.58",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-01","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","13",",0","3",",0","2",",0","27",",0","12",",0","0",",0","0",",0","14","","","","19490130",",,0","19490131","+,,0","19490127","+,,0","1","","19490111",",,0","19490107",",,0","-19.4",",0,30,","76",",,0,31,+","51",",,0,27,+","10.7",",,0,11,","16.1",",0,07,","1600.3","0","660.0",",0","51.3",",,,0","","","","","","","","","213",",,,0","-2.96",",0","2.94",",,,0","-8.85",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-02","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","3",",0","0",",0","0",",0","19",",0","1",",0","0",",0","0",",0","12","","","","19490213","+,,0","19490201",",,0","19490228",",,0","1","","19490225","+,,0","19490221",",,0","-8.9",",0,13,+","76",",,0,01,","8",",,0,28,","6.4",",,0,25,+","20.6",",0,21,","2001.8","0","401.5",",0","15.1",",,,0","","","","","","","","","8",",,,0","3.99",",0","9.75",",,,0","-1.76",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-03","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","7",",0","0",",0","13","","","","19490315",",,0","19490331","+,,0","19490330","+,,0","2","","19490321",",,0","19490316",",,0","-7.8",",0,15,","0",",,0,31,+","0",",T,0,30,+","5.3",",,0,21,","26.1",",0,16,","2316.9","0","315.1",",0","14.5",",,,0","","","","","","","","","0",",T,,0","8.17",",0","15.92",",,,0","0.41",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-04","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","2.8","0","2.8",",0","8",",0","4",",0","1",",0","0",",0","1",",0","0",",0","5",",0","0",",0","16",",0","0",",0","9","","","","19490404","+,,0","19490401",",,0","19490401",",,0","5","","19490418",",,0","19490430","+,,0","-3.3",",0,04,+","0",",T,0,01,","38",",,0,01,","31.0",",,0,18,","27.2",",0,30,+","2505.8","0","188.9",",0","50.7",",,,0","","","","","","","","","61",",,,0","12.13",",0","18.99",",,,0","5.27",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-05","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","37.6","0","34.8",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","14","","","","19490501",",,0","19490531","+,,0","19490528","+,,0","16","","19490506",",,0","19490530",",,0","5.0",",0,01,","0",",,0,31,+","0",",T,0,28,+","82.0",",,0,06,","32.2",",0,30,","2545.1","0","39.3",",0","163.5",",,,0","","","","","","","","","0",",T,,0","18.19",",0","24.51",",,,0","11.86",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-06","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","181.8","0","144.2",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","3","","","","19490603",",,0","19490603",",,0","19490603",",,0","15","","19490607",",,0","19490626",",,0","10.6",",0,03,","0",",T,0,03,","0",",T,0,03,","21.3",",,0,07,","36.7",",0,26,","2546.3","0","1.2",",0","71.6",",,,0","","","","","","","","","0",",T,,0","23.10",",0","30.25",",,,0","15.95",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-07","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","408.3","0","226.5",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","2","","","","19490715",",,0","19490731","+,,0","19490731","+,,0","11","","19490709",",,0","19490717",",,0","14.4",",0,15,","0",",,0,31,+","0",",,0,31,+","34.3",",,0,09,","36.7",",0,17,","0.0","0","0.0",",0","99.2",",,,0","","","","","","","","","0",",,,0","25.64",",0","32.67",",,,0","18.61",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-08","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","577.8","0","169.5",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","","","19490826",",,0","19490831","+,,0","19490826",",,0","12","","19490826",",,0","19490823","+,,0","10.0",",0,26,","0",",,0,31,+","0",",T,0,26,","48.5",",,0,26,","35.6",",0,23,+","0.3","0","0.3",",0","96.0",",,,0","","","","","","","","","0",",T,,0","23.79",",0","31.02",",,,0","16.56",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-09","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","648.8","0","71.0",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","5","","","","19490914",",,0","19490930","+,,0","19490930","+,,0","5","","19490903",",,0","19490912",",,0","8.3",",0,14,","0",",,0,30,+","0",",,0,30,+","22.6",",,0,03,","33.3",",0,12,","18.0","0","17.7",",0","43.1",",,,0","","","","","","","","","0",",,,0","20.11",",0","27.01",",,,0","13.21",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-10","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","667.2","0","18.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","20",",0","0",",0","9","","","","19491031",",,0","19491031","+,,0","19491030","+,,0","2","","19491009",",,0","19491006",",,0","-3.3",",0,31,","0",",,0,31,+","0",",T,0,30,+","17.0",",,0,09,","31.1",",0,06,","162.0","0","144.0",",0","26.1",",,,0","","","","","","","","","0",",T,,0","14.28",",0","21.86",",,,0","6.70",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-11","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","667.2","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","","","","","19491121",",,0","19491130","+,,0","19491130","+,,0","1","","19491111",",,0","19491128",",,0","-2.2",",0,21,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,11,","27.2",",0,28,","364.9","0","202.9",",0","0.3",",,,0","","","","","","","","","0",",,,0","11.57",",0","20.57",",,,0","2.57",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1949-12","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","667.2","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","0",",0","0",",0","7","","","","19491213",",,0","19491231","+,,0","19491221","+,,0","1","","19491210",",,0","19491228",",,0","-12.2",",0,13,","0",",,0,31,+","0",",T,0,21,+","4.6",",,0,10,","20.0",",0,28,","816.6","0","451.7",",0","7.8",",,,0","","","","","","","","","0",",T,,0","3.76",",0","11.52",",,,0","-3.99",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1950-01","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","26",",0","1",",0","6",",0","0",",0","","","","","19500104",",,0","19500103",",,0","19500126","+,,0","","","19500126","+,,0","19500121",",,0","-18.3",",0,04,","0",",T,0,03,","0",",T,0,26,+","0.0",",T,0,26,+","27.2",",0,21,","1258.9","0","442.3",",0","0.0",",T,,0","","","","","","","","","0",",T,,0","4.06",",0","13.97",",,,0","-5.85",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1950-02","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","7",",0","0",",0","2","","","","19500214","+,,0","19500228","+,,0","19500213","+,,0","1","","19500211",",,0","19500205",",,0","-9.4",",0,14,+","0",",,0,28,+","0",",T,0,13,+","3.3",",,0,11,","25.0",",0,05,","1555.7","0","296.8",",0","5.1",",,,0","","","","","","","","","0",",T,,0","7.73",",0","16.77",",,,0","-1.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1950-03","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","13",",0","0",",0","","","","","19500313",",,0","19500331","+,,0","19500327","+,,0","","","19500327","+,,0","19500325","+,,0","-13.3",",0,13,","0",",,0,31,+","0",",T,0,27,+","0.0",",T,0,27,+","27.8",",0,25,+","1868.7","0","313.0",",0","0.0",",T,,0","","","","","","","","","0",",T,,0","8.24",",0","17.70",",,,0","-1.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1950-04","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","13.0","0","13.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","16",",0","2",",0","4","","","","19500404",",,0","19500430","+,,0","19500415","+,,0","4","","19500416",",,0","19500422",",,0","-3.3",",0,04,","0",",,0,30,+","0",",T,0,15,+","7.1",",,0,16,","34.4",",0,22,","2033.0","0","164.3",",0","16.3",",,,0","","","","","","","","","0",",T,,0","13.29",",0","22.20",",,,0","4.38",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00023047","1950-05","35.22027","-101.71733","1099.3","AMARILLO AIRPORT, TX US","","","","","","","","","","","71.7","0","58.7",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","8","","","","19500526",",,0","19500531","+,,0","19500520","+,,0","9","","19500513",",,0","19500523","+,,0","3.9",",0,26,","0",",,0,31,+","0",",T,0,20,+","28.7",",,0,13,","33.9",",0,23,+","2076.8","0","43.8",",0","46.5",",,,0","","","","","","","","","0",",T,,0","18.81",",0","27.12",",,,0","10.51",",,,0","","","","","","","","","","","","","","","","","","","","","",""
