"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00112614","1942-07","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","","","258.2",",6","9",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","23",",6","","","19420707",",,6","","","19420731","+,,6","","","19420709",",,6","19420730",",,6","13.9",",6,07,","","","0",",,6,31,+","215.4",",,6,09,","38.3",",6,30,","0.0","6","0.0",",6","260.4",",,,6","0",",,,6","26.66",",6","33.36",",,,6","19.96",",,,6"
"USC00112614","1942-08","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","","","185.4",",6","6",",6","3",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","","","19420824",",,6","","","","","","","19420806",",,6","19420801",",,6","9.4",",6,24,","","","","","40.9",",,6,06,","38.3",",6,01,","1.1","6","1.1",",6","94.5",",,,6","","","24.28",",6","30.87",",,,6","17.68",",,,6"
"USC00112614","1942-09","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","","","132.0",",6","6",",6","4",",6","2",",6","","","","","0",",6","2",",6","0",",6","24",",6","11",",6","","","19420928",",,6","","","","","","","19420926",",,6","19420914","+,,6","-2.2",",6,28,","","","","","52.3",",,6,26,","35.6",",6,14,+","71.0","6","69.9",",6","137.8",",,,6","","","20.40",",6","27.47",",,,6","13.34",",,,6"
"USC00112614","1942-10","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","","","","","11",",6","3",",6","1",",6","","","","","","","","","0",",6","19",",6","0",",6","","","","","","","","","","","19421030",",,6","19421008",",,6","","","","","","","51.1",",,6,30,","31.1",",6,08,","","","","","68.2",",,,6","","","","","22.03",",,,6","",""
"USC00112614","1942-11","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","","","3.0","1,6","14",",6","10",",6","1",",6","","","0",",6","0","1,6","7","1,6","1",",6","8",",6","0",",6","","","19421127",",1,6","","","19421129",",,6","","","19421122",",,6","19421119","+,,6","-6.7","1,6,27,","","","0",",T,6,29,","28.7",",,6,22,","26.1",",6,19,+","","","268.8",",6","116.7",",,,6","0",",T,,6","9.26","1,6","15.07",",,,6","3.46","1,,,6"
"USC00112614","1942-12","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","","","0.0",",6","11",",6","6",",6","1",",6","","","3",",6","0",",6","25",",6","7",",6","1",",6","0",",6","","","19421202",",,6","","","19421205",",,6","","","19421227",",,6","19421226",",,6","-13.9",",6,02,","","","107",",,6,05,","72.9",",,6,27,","21.7",",6,26,","","","560.1",",6","107.2",",,,6","185",",,,6","0.26",",6","4.36",",,,6","-3.83",",,,6"
"USC00112614","1943-01","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","0.0","6","0.0",",6","8",",6","3",",6","0",",6","","","0",",6","2",",6","25",",6","5",",6","1",",6","0",",6","","","19430119",",,6","","","19430109",",,6","","","19430131",",,6","19430124",",,6","-20.6",",6,19,","","","23",",,6,09,","5.8",",,6,31,","22.8",",6,24,","","","558.9",",6","17.2",",,,6","39",",,,6","0.30",",6","5.41",",,,6","-4.80",",,,6"
"USC00112614","1943-02","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","0.0","6","0.0",",6","3",",6","2",",6","0",",6","","","1",",6","0",",6","20",",6","4",",6","3",",6","0",",6","","","19430216","+,,6","","","19430215",",,6","","","19430203",",,6","19430209",",,6","-16.7",",6,16,+","","","38",",,6,15,","14.7",",,6,03,","23.3",",6,09,","","","384.6",",6","20.3",",,,6","38",",,,6","4.60",",6","12.07",",,,6","-2.88",",,,6"
"USC00112614","1943-03","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","2.7","6","2.7",",6","8",",6","6",",6","1",",6","","","3",",6","0",",6","19",",6","5",",6","3",",6","0",",6","","","19430308","+,,6","","","19430306",",,6","","","19430316",",,6","19430331","+,,6","-16.7",",6,08,+","","","53",",,6,06,","29.2",",,6,16,","28.3",",6,31,+","","","421.5",",6","84.4",",,,6","116",",,,6","4.82",",6","11.14",",,,6","-1.49",",,,6"
"USC00112614","1943-04","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","13.2","6","10.5",",6","9",",6","7",",6","0",",6","","","0",",6","0",",6","4",",6","0",",6","15",",6","0",",6","","","19430415",",,6","","","19430414","+,,6","","","19430423",",,6","19430427","+,,6","-2.8",",6,15,","","","0",",T,6,14,+","11.4",",,6,23,","29.4",",6,27,+","","","151.4",",6","53.5",",,,6","0",",T,,6","13.64",",6","21.29",",,,6","5.98",",,,6"
"USC00112614","1943-05","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","62.8","6","49.6",",6","16",",6","11",",6","5",",6","","","0",",6","0",",6","0",",6","0",",6","26",",6","2",",6","","","19430501",",,6","","","19430531","+,,6","","","19430517",",,6","19430505",",,6","3.9",",6,01,","","","0",",,6,31,+","55.4",",,6,17,","35.0",",6,05,","","","43.0",",6","292.3",",,,6","0",",,,6","18.55",",6","24.66",",,,6","12.43",",,,6"
"USC00112614","1943-06","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","272.5","6","209.7",",6","12",",6","7",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","16",",6","","","19430630",",,6","","","19430630","+,,6","","","19430621",",,6","19430628","+,,6","10.6",",6,30,","","","0",",,6,30,+","39.9",",,6,21,","35.6",",6,28,+","","","1.1",",6","144.7",",,,6","0",",,,6","25.29",",6","31.41",",,,6","19.17",",,,6"
"USC00112614","1943-07","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","549.5","6","277.0",",6","5",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","28",",6","","","19430708","+,,6","","","","","","","19430730",",,6","19430721",",,6","14.4",",6,08,+","","","","","4.6",",,6,30,","38.9",",6,21,","0.0","6","0.0",",6","8.0",",,,6","","","27.27",",6","34.42",",,,6","20.12",",,,6"
"USC00112614","1943-08","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","809.6","6","260.1",",6","4",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","23",",6","","","19430819",",,6","","","","","","","19430801",",,6","19430826",",,6","10.0",",6,19,","","","","","43.7",",,6,01,","39.4",",6,26,","0.0","6","0.0",",6","90.9",",,,6","","","26.72",",6","33.92",",,,6","19.53",",,,6"
"USC00112614","1943-09","38.56667","-90.18333","125.0","EAST ST LOUIS PARKS COLLEGE, IL US","882.1","6","72.5",",6","4",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","28",",6","3",",6","","","19430924",",,6","","","","","","","19430913",",,6","19430901",",,6","5.6",",6,24,","","","","","50.0",",,6,13,","36.1",",6,01,","29.0","6","29.0",",6","63.6",",,,6","","","19.78",",6","26.24",",,,6","13.33",",,,6"
